student_id,cohort_year,faculty,department,academic_career,programme,saqa_id,nqf_level,min_credits,min_years_to_complete,qualification_source,school_quintile,first_gen_flag,home_language_eal_flag,geographic_origin,nbt_academic_literacy,nbt_quantitative_literacy,nbt_mathematics,nsc_mathematics_pct,nsc_physical_science_pct,nsc_english_pct,matric_aggregate_pct,aps_score,nsfas_eligible_initial
SYN100391,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,0,1,urban,73.3,76.0,37.3,59.2,84.7,70.2,49.4,23,0
SYN100392,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,0,urban,76.4,82.8,68.1,76.4,58.4,43.1,62.7,32,0
SYN100393,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,5,0,0,urban,75.7,46.7,74.3,76.6,56.2,63.3,55.6,22,0
SYN100394,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,0,0,urban,65.4,65.3,53.5,52.2,68.9,56.0,60.9,26,0
SYN100395,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,76.7,53.4,84.7,56.4,46.5,50.8,42.6,22,0
SYN100396,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,0,0,urban,69.9,85.8,53.7,51.6,46.2,37.8,43.8,22,1
SYN100397,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,1,0,urban,64.0,43.8,63.0,20.0,62.1,90.8,50.1,20,1
SYN100398,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,0,urban,100.0,63.0,59.2,35.1,51.8,76.5,47.8,15,1
SYN100399,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,4,0,1,urban,74.4,35.9,73.3,74.8,78.6,69.7,77.6,34,0
SYN100400,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,1,1,1,urban,66.4,59.4,24.3,52.8,33.4,52.3,47.8,15,1
SYN100401,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,1,0,1,rural,47.2,66.4,35.8,51.4,66.3,61.6,59.5,28,1
SYN100402,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,0,0,urban,43.6,38.4,42.2,57.1,84.3,66.4,64.7,25,0
SYN100403,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,5,1,0,urban,75.7,98.5,65.7,54.6,71.6,59.8,55.0,25,0
SYN100404,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,1,1,1,urban,75.7,49.8,46.0,63.1,59.3,49.6,58.7,24,1
SYN100405,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,1,urban,43.8,68.0,70.8,100.0,54.2,56.2,64.6,28,0
SYN100406,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,5,0,0,urban,53.9,58.5,58.4,66.8,72.7,82.7,77.7,36,0
SYN100407,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,3,0,0,rural,44.5,43.2,45.9,70.5,55.7,73.6,73.2,34,0
SYN100408,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,1,1,urban,63.1,79.4,63.2,94.8,63.3,92.1,84.3,35,1
SYN100409,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,0,1,urban,71.1,44.1,42.9,52.5,64.0,75.9,66.0,34,0
SYN100410,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,1,1,urban,66.8,57.8,64.9,89.3,67.4,68.2,75.2,31,0
SYN100411,2021,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,3,0,1,urban,62.6,42.9,60.7,79.9,82.0,62.4,77.6,32,1
SYN100412,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,0,1,urban,87.0,98.8,38.2,42.3,45.2,61.5,54.1,25,1
SYN100413,2023,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,5,0,0,urban,57.1,51.0,74.1,70.9,74.8,43.3,55.6,25,0
SYN100414,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,1,1,urban,43.7,76.4,35.5,73.8,61.7,67.0,62.9,29,0
SYN100415,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,0,0,rural,84.9,72.1,38.0,56.6,57.9,78.3,66.5,28,1
SYN100416,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,1,1,1,urban,36.2,32.8,59.9,45.7,58.3,25.0,45.8,19,1
SYN100417,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,3,1,0,urban,58.2,41.5,28.0,61.6,81.8,62.4,61.7,27,0
SYN100418,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,68.7,72.5,38.0,78.3,77.2,66.0,69.5,26,0
SYN100419,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,0,urban,64.7,69.4,36.3,70.5,61.9,55.0,66.7,21,0
SYN100420,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,1,0,urban,68.5,43.7,61.4,92.1,55.0,43.9,56.9,26,1
SYN100421,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,4,1,0,urban,61.7,44.1,86.1,61.0,70.8,56.3,57.4,23,0
SYN100422,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,1,0,1,urban,72.7,48.3,47.1,60.5,28.6,43.0,38.6,15,1
SYN100423,2021,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,4,1,0,urban,91.1,40.6,44.1,27.3,66.3,49.5,42.3,15,0
SYN100424,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,0,1,rural,60.3,67.4,71.6,78.4,47.0,74.7,66.5,27,1
SYN100425,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,0,0,urban,91.4,73.3,39.2,53.6,52.6,61.8,52.5,23,0
SYN100426,2021,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,1,1,1,rural,64.3,39.6,33.1,25.8,59.5,60.5,55.0,22,1
SYN100427,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,1,0,1,rural,40.3,14.1,35.4,72.2,73.8,58.9,78.1,33,1
SYN100428,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,0,1,urban,58.4,46.0,38.0,39.1,52.7,81.2,68.1,24,1
SYN100429,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,5,1,0,urban,65.3,89.3,70.8,77.7,22.3,64.6,65.3,31,0
SYN100430,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,0,0,urban,57.3,61.3,17.2,45.1,61.1,72.8,50.0,20,0
SYN100431,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,5,0,0,urban,68.9,78.7,42.7,63.5,57.7,63.7,65.9,29,0
SYN100432,2022,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,4,0,0,urban,64.2,60.0,31.8,85.1,48.1,75.0,66.3,26,0
SYN100433,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,3,1,1,urban,54.1,67.7,39.6,81.8,50.9,60.2,68.1,29,1
SYN100434,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,2,1,1,rural,56.3,74.5,41.4,49.7,48.8,41.5,41.5,16,1
SYN100435,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,1,0,urban,56.3,53.9,83.5,66.4,56.2,71.3,69.7,28,1
SYN100436,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,0,0,urban,76.7,62.2,52.9,67.8,46.6,70.5,67.3,28,0
SYN100437,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,2,0,1,rural,56.1,59.6,68.4,69.1,20.0,64.1,63.9,29,1
SYN100438,2021,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,4,0,0,urban,59.9,81.7,57.9,53.6,42.2,40.2,39.1,17,0
SYN100439,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,0,0,urban,82.9,96.1,36.2,61.5,85.2,48.0,67.7,32,1
SYN100440,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,1,0,urban,51.0,68.7,29.4,54.0,57.6,54.0,56.6,31,1
SYN100441,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,1,0,rural,68.0,41.7,38.3,37.6,71.1,49.1,58.9,25,0
SYN100442,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,1,1,1,urban,50.2,52.3,37.5,55.1,33.9,79.4,53.3,27,1
SYN100443,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,3,1,1,urban,84.2,51.4,50.5,49.6,50.5,80.5,55.2,20,1
SYN100444,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,45.2,70.4,61.2,61.6,54.3,52.0,59.6,22,0
SYN100445,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,0,1,urban,61.2,35.4,55.8,57.8,86.6,57.0,73.0,27,0
SYN100446,2022,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,4,0,0,urban,76.5,54.8,52.6,44.4,50.1,83.8,59.8,22,0
SYN100447,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,1,urban,65.4,60.3,65.9,20.0,63.8,62.1,56.1,26,0
SYN100448,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,1,1,urban,59.6,76.5,55.1,61.3,70.4,73.1,72.2,35,1
SYN100449,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,rural,90.5,66.6,55.8,90.4,77.8,69.2,77.5,34,1
SYN100450,2021,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,urban,82.6,62.8,73.9,68.2,45.2,73.5,63.0,34,0
SYN100451,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,3,1,0,urban,51.5,54.3,18.4,49.3,52.0,57.4,49.6,20,0
SYN100452,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,4,0,0,urban,78.6,55.0,39.9,61.8,62.4,39.0,54.2,25,0
SYN100453,2023,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,2,0,1,rural,59.5,62.8,35.3,55.2,41.1,62.1,49.6,19,1
SYN100454,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,5,0,0,urban,73.6,81.6,73.9,84.2,74.7,67.9,81.1,37,0
SYN100455,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,2,0,1,rural,76.4,28.8,64.9,34.8,33.2,54.5,39.2,15,1
SYN100456,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,0,0,urban,28.0,41.6,50.1,40.6,51.9,58.5,47.0,20,1
SYN100457,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,1,1,0,urban,58.5,37.0,56.3,58.5,65.7,42.5,53.7,19,1
SYN100458,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,1,1,rural,40.9,32.6,57.3,26.8,48.9,61.9,47.9,20,0
SYN100459,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,1,0,0,rural,73.6,54.3,55.6,39.2,38.6,51.8,42.5,15,1
SYN100460,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,0,0,urban,60.3,54.2,59.4,47.9,20.0,47.0,38.0,16,0
SYN100461,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,0,0,urban,64.8,45.6,77.6,68.8,49.2,61.3,62.3,25,1
SYN100462,2021,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,3,0,0,urban,59.8,50.5,53.0,70.0,67.2,66.6,66.7,26,1
SYN100463,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,4,1,0,urban,46.6,72.3,49.2,49.1,43.0,67.8,60.2,24,1
SYN100464,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,0,0,urban,62.4,63.0,56.3,80.0,63.2,54.5,65.0,29,0
SYN100465,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,3,0,1,urban,57.2,62.7,76.6,67.3,31.7,43.4,45.5,18,1
SYN100466,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,2,1,1,urban,42.7,57.9,36.2,36.1,46.9,51.7,43.3,21,1
SYN100467,2021,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,1,1,urban,56.1,50.2,62.0,82.0,75.0,55.1,71.7,28,0
SYN100468,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,0,0,urban,75.5,46.8,29.0,65.4,20.0,73.3,51.8,27,0
SYN100469,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,0,urban,74.6,85.8,71.4,53.0,44.4,46.3,55.3,21,0
SYN100470,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,0,1,urban,61.8,49.8,60.4,55.7,43.2,67.2,55.1,25,1
SYN100471,2023,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,3,0,0,urban,58.4,74.4,44.7,47.9,86.0,59.4,73.3,27,1
SYN100472,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,0,0,urban,69.9,49.4,86.0,85.5,64.5,51.6,74.9,30,0
SYN100473,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,1,urban,66.5,71.7,51.7,68.0,95.7,61.2,76.9,28,0
SYN100474,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,1,0,1,urban,66.1,32.7,49.1,42.8,52.6,49.1,48.4,17,1
SYN100475,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,1,1,urban,51.5,29.2,72.6,65.9,51.4,68.7,52.1,15,0
SYN100476,2022,Humanities,Department of Sociology,Undergraduate,BA Social Sciences,,7,360,3,HEQSF-standard,5,0,0,rural,71.2,71.6,54.8,89.1,63.3,86.7,75.8,34,0
SYN100477,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,1,0,urban,68.3,60.5,65.7,48.7,26.3,49.6,41.6,15,1
SYN100478,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,4,1,0,urban,63.0,67.6,47.5,64.9,37.4,75.7,58.8,28,0
SYN100479,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,0,urban,71.0,68.4,37.0,63.3,77.7,60.9,66.2,28,0
SYN100480,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,0,0,urban,82.3,65.4,49.8,68.5,45.7,53.0,48.4,17,0
SYN100481,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,71.5,67.4,97.5,77.1,55.5,73.6,79.4,28,0
SYN100482,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,3,0,1,urban,59.6,69.6,49.5,42.3,34.4,57.2,40.9,18,1
SYN100483,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,2,0,1,urban,48.8,41.5,40.8,52.0,38.2,33.0,38.3,17,1
SYN100484,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,0,1,urban,84.2,68.3,60.6,54.7,55.3,55.9,58.4,22,1
SYN100485,2023,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,1,0,urban,74.6,86.9,44.0,100.0,82.4,67.9,90.6,35,0
SYN100486,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,4,0,0,urban,85.8,53.0,49.6,42.9,43.1,67.5,45.6,21,0
SYN100487,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,2,1,1,rural,65.9,64.3,39.0,36.8,52.7,62.9,43.5,16,1
SYN100488,2022,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,4,0,1,urban,64.4,40.5,47.2,56.1,54.2,64.5,55.0,28,0
SYN100489,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,2,0,1,urban,66.7,49.7,66.1,74.2,54.7,54.2,63.5,26,1
SYN100490,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,0,rural,79.7,42.7,58.2,80.9,26.1,86.9,62.5,27,0
SYN100491,2022,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,1,1,1,urban,59.3,70.8,50.9,20.1,88.8,47.7,59.7,25,1
SYN100492,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,3,0,0,urban,36.0,53.8,56.2,61.6,71.4,55.6,63.1,30,0
SYN100493,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,1,1,0,urban,65.5,41.4,50.5,62.9,45.6,46.3,48.4,23,1
SYN100494,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,1,urban,55.3,66.1,60.0,73.1,84.8,49.4,72.0,33,0
SYN100495,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,0,rural,59.2,80.6,80.1,70.0,41.1,64.0,59.3,21,0
SYN100496,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,0,0,urban,72.7,55.4,44.3,50.2,51.9,62.9,55.7,23,0
SYN100497,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,4,0,1,urban,71.6,41.5,68.9,47.9,75.0,60.2,58.9,30,0
SYN100498,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,0,1,urban,83.6,66.9,53.2,62.0,58.2,45.0,54.6,24,1
SYN100499,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,1,0,urban,54.6,91.8,60.5,65.7,59.5,59.5,69.3,33,0
SYN100500,2023,Engineering,"Department of Electrical, Electronic and Computer Engineering",Undergraduate,BEng Electrical,,8,480,4,HEQSF-standard,2,1,1,rural,60.5,52.0,52.7,43.6,62.9,46.4,48.1,19,0
SYN100501,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,0,urban,68.7,52.5,75.1,80.5,76.8,71.9,76.8,31,1
SYN100502,2022,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,1,1,urban,68.6,55.0,42.0,38.8,35.5,58.2,43.8,16,0
SYN100503,2021,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,4,0,0,urban,57.1,62.4,37.4,71.1,45.5,73.7,61.8,29,1
SYN100504,2021,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,0,0,urban,67.5,82.1,48.5,73.7,27.5,51.9,53.4,18,0
SYN100505,2022,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,5,0,0,urban,69.8,68.1,58.0,93.8,53.5,82.1,71.3,30,0
SYN100506,2023,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,1,0,1,rural,45.8,51.9,65.3,56.5,56.1,62.7,51.1,23,1
SYN100507,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,2,0,1,urban,46.1,42.9,62.4,54.2,26.5,63.8,46.2,24,1
SYN100508,2023,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,0,0,urban,69.7,57.7,52.6,63.3,61.6,64.7,60.2,24,0
SYN100509,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,2,1,0,urban,59.2,38.9,39.5,39.8,77.6,57.5,59.2,23,1
SYN100510,2022,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,3,0,0,urban,79.6,66.6,69.8,80.2,66.8,54.6,62.0,29,1
SYN100511,2023,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,4,0,1,rural,86.9,46.5,49.0,46.0,40.8,70.7,51.5,22,1
SYN100512,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,3,1,1,urban,60.7,25.3,50.9,61.2,39.5,61.8,52.3,18,1
SYN100513,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,4,1,1,rural,67.4,54.7,63.2,84.1,70.9,70.9,78.3,29,0
SYN100514,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,3,1,1,urban,61.2,43.9,51.2,51.1,73.4,58.1,64.3,28,1
SYN100515,2023,Commerce,Department of Business Management,Undergraduate,Bachelor of Commerce,8543,7,536,5,SAQA-verified,5,0,1,rural,54.9,66.9,71.2,81.5,52.8,65.6,67.6,33,0
SYN100516,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,0,0,urban,73.9,78.0,48.9,59.5,79.8,44.4,54.6,22,0
SYN100517,2022,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,5,0,1,urban,73.4,69.6,40.9,74.9,59.7,63.4,71.2,28,0
SYN100518,2021,Health Sciences,School of Nursing,Undergraduate,BSc Nursing,,8,480,4,HEQSF-standard,3,0,1,rural,53.1,71.4,37.1,51.2,64.4,46.6,53.5,26,0
SYN100519,2023,Humanities,Department of Language Studies,Undergraduate,BA Languages,,7,360,3,HEQSF-standard,2,1,1,urban,66.7,27.4,38.8,58.9,75.0,50.4,58.2,24,1
SYN100520,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,0,0,urban,66.2,78.5,64.8,79.6,68.1,69.9,69.4,27,0
SYN100521,2022,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,5,1,0,urban,82.5,64.9,64.4,20.0,58.7,69.5,51.7,25,0
SYN100522,2021,Education,Department of Curriculum Studies,Undergraduate,BEd Foundation Phase,,7,480,4,HEQSF-standard,5,0,0,urban,89.1,62.9,65.9,58.8,36.4,76.6,46.4,18,1
SYN100523,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,3,1,1,urban,53.0,44.2,64.6,38.6,60.8,61.9,58.6,24,1
SYN100524,2023,Commerce,School of Management,Undergraduate,Higher Certificate in Management Development,96676,5,120,1,SAQA-verified,4,0,0,urban,72.2,53.5,78.6,55.1,67.2,69.8,72.7,30,0
SYN100525,2022,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,1,0,urban,74.9,48.5,59.7,51.4,58.7,60.6,53.9,18,0
SYN100526,2021,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,5,0,1,urban,72.6,76.1,73.9,69.6,61.5,83.8,69.2,30,0
SYN100527,2023,Health Sciences,School of Health and Rehabilitation Sciences,Undergraduate,BSc Physiotherapy,,8,480,4,HEQSF-standard,5,0,0,urban,63.2,70.4,81.6,75.9,23.4,73.1,54.7,24,0
SYN100528,2023,Engineering,Department of Civil Engineering,Undergraduate,BEng Civil,,8,480,4,HEQSF-standard,1,0,1,urban,64.3,52.6,10.6,66.9,39.7,63.2,51.7,18,0
SYN100529,2021,Law,Department of Private Law,Undergraduate,Bachelor of Laws,110204,8,480,4,SAQA-verified,5,0,0,urban,55.4,66.5,46.4,60.7,79.8,68.5,62.2,29,0
SYN100530,2023,Science,Department of Physics,Undergraduate,BSc Physics,,7,360,3,HEQSF-standard,4,0,0,urban,65.5,55.2,74.0,54.1,35.8,54.6,54.8,26,0
SYN100531,2021,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,5,1,1,urban,61.0,66.8,67.2,40.0,62.0,61.8,59.7,20,0
SYN100532,2022,Science,Department of Computer Science and Informatics,Undergraduate,BSc Computer Science,,7,360,3,HEQSF-standard,3,0,1,urban,64.9,50.0,62.9,36.7,42.8,65.5,54.5,16,1
