student_id,academic_year,module_code,module_session_type,week_num,session_fraction_elapsed,lms_logins,attendance_flag,cumulative_submission_rate
SYN100250,2023,SCI102,year,6,0.23,4,1,0.3
SYN100250,2023,SCI102,year,7,0.27,1,0,0.32
SYN100250,2023,SCI102,year,8,0.31,5,0,0.29
SYN100250,2023,SCI102,year,9,0.35,4,0,0.4
SYN100250,2023,SCI102,year,10,0.38,3,0,0.39
SYN100250,2023,SCI102,year,11,0.42,1,0,0.34
SYN100250,2023,SCI102,year,12,0.46,5,1,0.33
SYN100250,2023,SCI102,year,13,0.5,1,0,0.26
SYN100250,2023,SCI102,year,14,0.54,4,0,0.4
SYN100250,2023,SCI102,year,15,0.58,4,1,0.25
SYN100250,2023,SCI102,year,16,0.62,6,1,0.32
SYN100250,2023,SCI102,year,17,0.65,6,0,0.33
SYN100250,2023,SCI102,year,18,0.69,4,0,0.22
SYN100250,2023,SCI102,year,19,0.73,4,0,0.28
SYN100250,2023,SCI102,year,20,0.77,6,1,0.34
SYN100250,2023,SCI102,year,21,0.81,5,0,0.32
SYN100250,2023,SCI102,year,22,0.85,5,0,0.25
SYN100250,2023,SCI102,year,23,0.88,6,0,0.24
SYN100250,2023,SCI102,year,24,0.92,6,1,0.34
SYN100250,2023,SCI102,year,25,0.96,6,0,0.35
SYN100250,2023,SCI102,year,26,1.0,3,0,0.36
SYN100250,2023,SCI103,year,1,0.04,0,0,0.23
SYN100250,2023,SCI103,year,2,0.08,3,0,0.24
SYN100250,2023,SCI103,year,3,0.12,0,0,0.25
SYN100250,2023,SCI103,year,4,0.15,0,0,0.24
SYN100250,2023,SCI103,year,5,0.19,1,1,0.38
SYN100250,2023,SCI103,year,6,0.23,0,0,0.33
SYN100250,2023,SCI103,year,7,0.27,3,1,0.11
SYN100250,2023,SCI103,year,8,0.31,2,0,0.23
SYN100250,2023,SCI103,year,9,0.35,0,0,0.28
SYN100250,2023,SCI103,year,10,0.38,1,0,0.24
SYN100250,2023,SCI103,year,11,0.42,0,0,0.19
SYN100250,2023,SCI103,year,12,0.46,0,0,0.28
SYN100250,2023,SCI103,year,13,0.5,1,1,0.28
SYN100250,2023,SCI103,year,14,0.54,0,0,0.27
SYN100250,2023,SCI103,year,15,0.58,1,0,0.33
SYN100250,2023,SCI103,year,16,0.62,0,0,0.24
SYN100250,2023,SCI103,year,17,0.65,0,0,0.16
SYN100250,2023,SCI103,year,18,0.69,0,0,0.3
SYN100250,2023,SCI103,year,19,0.73,0,0,0.23
SYN100250,2023,SCI103,year,20,0.77,2,0,0.25
SYN100250,2023,SCI103,year,21,0.81,0,0,0.29
SYN100250,2023,SCI103,year,22,0.85,0,0,0.3
SYN100250,2023,SCI103,year,23,0.88,0,0,0.3
SYN100250,2023,SCI103,year,24,0.92,2,0,0.19
SYN100250,2023,SCI103,year,25,0.96,0,0,0.24
SYN100250,2023,SCI103,year,26,1.0,0,1,0.21
SYN100250,2023,SCI104,semester1,1,0.08,2,0,0.34
SYN100250,2023,SCI104,semester1,2,0.15,2,1,0.36
SYN100250,2023,SCI104,semester1,3,0.23,1,1,0.24
SYN100250,2023,SCI104,semester1,4,0.31,2,0,0.36
SYN100250,2023,SCI104,semester1,5,0.38,1,0,0.23
SYN100250,2023,SCI104,semester1,6,0.46,0,0,0.21
SYN100250,2023,SCI104,semester1,7,0.54,0,0,0.31
SYN100250,2023,SCI104,semester1,8,0.62,0,0,0.25
SYN100250,2023,SCI104,semester1,9,0.69,0,0,0.24
SYN100250,2023,SCI104,semester1,10,0.77,0,0,0.19
SYN100250,2023,SCI104,semester1,11,0.85,3,1,0.26
SYN100250,2023,SCI104,semester1,12,0.92,0,0,0.1
SYN100250,2023,SCI104,semester1,13,1.0,0,1,0.19
SYN100250,2023,SCI105,semester1,1,0.08,13,1,0.38
SYN100250,2023,SCI105,semester1,2,0.15,13,0,0.49
SYN100250,2023,SCI105,semester1,3,0.23,9,1,0.47
SYN100250,2023,SCI105,semester1,4,0.31,10,1,0.44
SYN100250,2023,SCI105,semester1,5,0.38,13,0,0.36
SYN100250,2023,SCI105,semester1,6,0.46,9,1,0.38
SYN100250,2023,SCI105,semester1,7,0.54,10,1,0.37
SYN100250,2023,SCI105,semester1,8,0.62,12,0,0.28
SYN100250,2023,SCI105,semester1,9,0.69,11,0,0.36
SYN100250,2023,SCI105,semester1,10,0.77,9,1,0.31
SYN100250,2023,SCI105,semester1,11,0.85,11,0,0.27
SYN100250,2023,SCI105,semester1,12,0.92,11,0,0.23
SYN100250,2023,SCI105,semester1,13,1.0,9,0,0.46
SYN100255,2023,COM101,year,1,0.04,5,1,0.42
SYN100255,2023,COM101,year,2,0.08,3,1,0.51
SYN100255,2023,COM101,year,3,0.12,2,0,0.49
SYN100255,2023,COM101,year,4,0.15,3,0,0.47
SYN100255,2023,COM101,year,5,0.19,2,0,0.55
SYN100255,2023,COM101,year,6,0.23,5,1,0.4
SYN100255,2023,COM101,year,7,0.27,6,1,0.38
SYN100255,2023,COM101,year,8,0.31,4,0,0.62
SYN100255,2023,COM101,year,9,0.35,5,0,0.41
SYN100255,2023,COM101,year,10,0.38,6,1,0.46
SYN100255,2023,COM101,year,11,0.42,2,1,0.45
SYN100255,2023,COM101,year,12,0.46,2,0,0.55
SYN100255,2023,COM101,year,13,0.5,3,1,0.35
SYN100255,2023,COM101,year,14,0.54,5,0,0.46
SYN100255,2023,COM101,year,15,0.58,4,0,0.45
SYN100255,2023,COM101,year,16,0.62,2,0,0.4
SYN100255,2023,COM101,year,17,0.65,4,1,0.47
SYN100255,2023,COM101,year,18,0.69,2,0,0.5
SYN100255,2023,COM101,year,19,0.73,5,1,0.48
SYN100255,2023,COM101,year,20,0.77,5,1,0.43
SYN100255,2023,COM101,year,21,0.81,3,0,0.41
SYN100255,2023,COM101,year,22,0.85,2,0,0.43
SYN100255,2023,COM101,year,23,0.88,2,1,0.43
SYN100255,2023,COM101,year,24,0.92,4,1,0.5
SYN100255,2023,COM101,year,25,0.96,5,1,0.48
SYN100255,2023,COM101,year,26,1.0,6,1,0.42
SYN100255,2023,COM102,semester1,1,0.08,0,1,0.63
SYN100255,2023,COM102,semester1,2,0.15,0,0,0.57
SYN100255,2023,COM102,semester1,3,0.23,4,0,0.53
SYN100255,2023,COM102,semester1,4,0.31,3,1,0.65
SYN100255,2023,COM102,semester1,5,0.38,2,1,0.53
SYN100255,2023,COM102,semester1,6,0.46,1,1,0.5
SYN100255,2023,COM102,semester1,7,0.54,0,0,0.52
SYN100255,2023,COM102,semester1,8,0.62,4,1,0.51
SYN100255,2023,COM102,semester1,9,0.69,2,0,0.55
SYN100255,2023,COM102,semester1,10,0.77,0,1,0.54
SYN100255,2023,COM102,semester1,11,0.85,3,0,0.35
SYN100255,2023,COM102,semester1,12,0.92,3,0,0.47
SYN100255,2023,COM102,semester1,13,1.0,3,0,0.38
SYN100255,2023,COM103,semester1,1,0.08,6,1,0.37
SYN100255,2023,COM103,semester1,2,0.15,4,1,0.29
SYN100255,2023,COM103,semester1,3,0.23,3,1,0.3
SYN100255,2023,COM103,semester1,4,0.31,6,0,0.21
SYN100255,2023,COM103,semester1,5,0.38,6,0,0.32
SYN100255,2023,COM103,semester1,6,0.46,6,1,0.25
SYN100255,2023,COM103,semester1,7,0.54,6,1,0.23
SYN100255,2023,COM103,semester1,8,0.62,2,0,0.19
SYN100255,2023,COM103,semester1,9,0.69,3,0,0.25
SYN100255,2023,COM103,semester1,10,0.77,4,0,0.19
SYN100255,2023,COM103,semester1,11,0.85,6,1,0.21
SYN100255,2023,COM103,semester1,12,0.92,6,0,0.3
SYN100255,2023,COM103,semester1,13,1.0,5,0,0.19
SYN100255,2023,COM104,year,1,0.04,3,1,0.37
SYN100255,2023,COM104,year,2,0.08,1,1,0.38
SYN100255,2023,COM104,year,3,0.12,3,0,0.42
SYN100255,2023,COM104,year,4,0.15,3,0,0.36
SYN100255,2023,COM104,year,5,0.19,5,1,0.38
SYN100255,2023,COM104,year,6,0.23,4,1,0.36
SYN100255,2023,COM104,year,7,0.27,2,1,0.3
SYN100255,2023,COM104,year,8,0.31,4,1,0.44
SYN100255,2023,COM104,year,9,0.35,5,1,0.33
SYN100255,2023,COM104,year,10,0.38,7,1,0.4
SYN100255,2023,COM104,year,11,0.42,7,1,0.36
SYN100255,2023,COM104,year,12,0.46,4,1,0.43
SYN100255,2023,COM104,year,13,0.5,6,1,0.41
SYN100255,2023,COM104,year,14,0.54,5,0,0.46
SYN100255,2023,COM104,year,15,0.58,4,0,0.33
SYN100255,2023,COM104,year,16,0.62,7,0,0.35
SYN100255,2023,COM104,year,17,0.65,6,1,0.41
SYN100255,2023,COM104,year,18,0.69,8,1,0.38
SYN100255,2023,COM104,year,19,0.73,5,0,0.48
SYN100255,2023,COM104,year,20,0.77,7,1,0.35
SYN100255,2023,COM104,year,21,0.81,5,0,0.34
SYN100255,2023,COM104,year,22,0.85,5,1,0.34
SYN100255,2023,COM104,year,23,0.88,7,1,0.29
SYN100255,2023,COM104,year,24,0.92,4,0,0.34
SYN100255,2023,COM104,year,25,0.96,5,1,0.31
SYN100255,2023,COM104,year,26,1.0,4,0,0.33
SYN100255,2023,COM105,semester2,1,0.08,8,0,0.46
SYN100255,2023,COM105,semester2,2,0.15,6,0,0.43
SYN100255,2023,COM105,semester2,3,0.23,6,0,0.41
SYN100255,2023,COM105,semester2,4,0.31,7,1,0.44
SYN100255,2023,COM105,semester2,5,0.38,9,1,0.44
SYN100255,2023,COM105,semester2,6,0.46,6,1,0.29
SYN100255,2023,COM105,semester2,7,0.54,8,0,0.37
SYN100255,2023,COM105,semester2,8,0.62,7,0,0.39
SYN100255,2023,COM105,semester2,9,0.69,10,0,0.37
SYN100255,2023,COM105,semester2,10,0.77,10,0,0.33
SYN100255,2023,COM105,semester2,11,0.85,9,1,0.39
SYN100255,2023,COM105,semester2,12,0.92,11,0,0.4
SYN100255,2023,COM105,semester2,13,1.0,10,1,0.35
SYN100256,2023,HEA101,semester2,1,0.08,8,1,0.65
SYN100256,2023,HEA101,semester2,2,0.15,5,1,0.61
SYN100256,2023,HEA101,semester2,3,0.23,9,0,0.69
SYN100256,2023,HEA101,semester2,4,0.31,5,0,0.6
SYN100256,2023,HEA101,semester2,5,0.38,5,1,0.7
SYN100256,2023,HEA101,semester2,6,0.46,7,1,0.75
SYN100256,2023,HEA101,semester2,7,0.54,8,1,0.68
SYN100256,2023,HEA101,semester2,8,0.62,5,1,0.68
SYN100256,2023,HEA101,semester2,9,0.69,9,1,0.72
SYN100256,2023,HEA101,semester2,10,0.77,6,0,0.51
SYN100256,2023,HEA101,semester2,11,0.85,6,1,0.61
SYN100256,2023,HEA101,semester2,12,0.92,7,1,0.63
SYN100256,2023,HEA101,semester2,13,1.0,6,0,0.64
SYN100256,2023,HEA102,semester2,1,0.08,4,1,0.48
SYN100256,2023,HEA102,semester2,2,0.15,3,0,0.44
SYN100256,2023,HEA102,semester2,3,0.23,3,1,0.47
SYN100256,2023,HEA102,semester2,4,0.31,5,0,0.46
SYN100256,2023,HEA102,semester2,5,0.38,6,0,0.55
SYN100256,2023,HEA102,semester2,6,0.46,6,0,0.5
SYN100256,2023,HEA102,semester2,7,0.54,5,0,0.34
SYN100256,2023,HEA102,semester2,8,0.62,5,0,0.52
SYN100256,2023,HEA102,semester2,9,0.69,7,1,0.46
SYN100256,2023,HEA102,semester2,10,0.77,3,0,0.51
SYN100256,2023,HEA102,semester2,11,0.85,5,0,0.42
SYN100256,2023,HEA102,semester2,12,0.92,4,1,0.36
SYN100256,2023,HEA102,semester2,13,1.0,6,1,0.45
SYN100256,2023,HEA103,semester1,1,0.08,6,0,0.28
SYN100256,2023,HEA103,semester1,2,0.15,5,0,0.35
SYN100256,2023,HEA103,semester1,3,0.23,5,0,0.33
SYN100256,2023,HEA103,semester1,4,0.31,5,0,0.32
SYN100256,2023,HEA103,semester1,5,0.38,6,0,0.38
SYN100256,2023,HEA103,semester1,6,0.46,7,0,0.32
SYN100256,2023,HEA103,semester1,7,0.54,4,0,0.32
SYN100256,2023,HEA103,semester1,8,0.62,7,0,0.32
SYN100256,2023,HEA103,semester1,9,0.69,7,0,0.38
SYN100256,2023,HEA103,semester1,10,0.77,5,0,0.39
SYN100256,2023,HEA103,semester1,11,0.85,7,0,0.44
SYN100256,2023,HEA103,semester1,12,0.92,7,0,0.32
SYN100256,2023,HEA103,semester1,13,1.0,8,0,0.25
SYN100256,2023,HEA104,semester1,1,0.08,1,1,0.5
SYN100256,2023,HEA104,semester1,2,0.15,3,0,0.48
SYN100256,2023,HEA104,semester1,3,0.23,5,0,0.49
SYN100256,2023,HEA104,semester1,4,0.31,2,0,0.49
SYN100256,2023,HEA104,semester1,5,0.38,4,0,0.42
SYN100256,2023,HEA104,semester1,6,0.46,6,0,0.51
SYN100256,2023,HEA104,semester1,7,0.54,3,1,0.44
SYN100256,2023,HEA104,semester1,8,0.62,7,0,0.47
SYN100256,2023,HEA104,semester1,9,0.69,5,1,0.37
SYN100256,2023,HEA104,semester1,10,0.77,3,1,0.32
SYN100256,2023,HEA104,semester1,11,0.85,5,1,0.4
SYN100256,2023,HEA104,semester1,12,0.92,6,1,0.29
SYN100256,2023,HEA104,semester1,13,1.0,5,1,0.37
SYN100256,2023,HEA105,semester1,1,0.08,8,1,0.8
SYN100256,2023,HEA105,semester1,2,0.15,6,0,0.8
SYN100256,2023,HEA105,semester1,3,0.23,8,1,0.76
SYN100256,2023,HEA105,semester1,4,0.31,5,1,0.73
SYN100256,2023,HEA105,semester1,5,0.38,8,1,0.73
SYN100256,2023,HEA105,semester1,6,0.46,9,0,0.74
SYN100256,2023,HEA105,semester1,7,0.54,7,0,0.78
SYN100256,2023,HEA105,semester1,8,0.62,5,0,0.72
SYN100256,2023,HEA105,semester1,9,0.69,7,0,0.76
SYN100256,2023,HEA105,semester1,10,0.77,6,1,0.75
SYN100256,2023,HEA105,semester1,11,0.85,8,1,0.81
SYN100256,2023,HEA105,semester1,12,0.92,5,1,0.78
SYN100256,2023,HEA105,semester1,13,1.0,9,1,0.67
SYN100273,2023,HUM101,semester1,1,0.08,7,1,0.38
SYN100273,2023,HUM101,semester1,2,0.15,5,1,0.41
SYN100273,2023,HUM101,semester1,3,0.23,8,1,0.38
SYN100273,2023,HUM101,semester1,4,0.31,9,1,0.38
SYN100273,2023,HUM101,semester1,5,0.38,7,0,0.45
SYN100273,2023,HUM101,semester1,6,0.46,7,0,0.35
SYN100273,2023,HUM101,semester1,7,0.54,9,1,0.29
SYN100273,2023,HUM101,semester1,8,0.62,6,0,0.37
SYN100273,2023,HUM101,semester1,9,0.69,10,1,0.36
SYN100273,2023,HUM101,semester1,10,0.77,6,0,0.43
SYN100273,2023,HUM101,semester1,11,0.85,6,1,0.33
SYN100273,2023,HUM101,semester1,12,0.92,6,1,0.43
SYN100273,2023,HUM101,semester1,13,1.0,10,1,0.46
SYN100273,2023,HUM102,semester1,1,0.08,4,1,0.53
SYN100273,2023,HUM102,semester1,2,0.15,3,0,0.5
SYN100273,2023,HUM102,semester1,3,0.23,4,1,0.57
SYN100273,2023,HUM102,semester1,4,0.31,5,1,0.53
SYN100273,2023,HUM102,semester1,5,0.38,5,0,0.57
SYN100273,2023,HUM102,semester1,6,0.46,6,0,0.44
SYN100273,2023,HUM102,semester1,7,0.54,3,0,0.58
SYN100273,2023,HUM102,semester1,8,0.62,3,1,0.34
SYN100273,2023,HUM102,semester1,9,0.69,4,1,0.45
SYN100273,2023,HUM102,semester1,10,0.77,7,0,0.6
SYN100273,2023,HUM102,semester1,11,0.85,3,0,0.47
SYN100273,2023,HUM102,semester1,12,0.92,4,1,0.53
SYN100273,2023,HUM102,semester1,13,1.0,5,0,0.5
SYN100273,2023,HUM103,semester2,1,0.08,6,0,0.73
SYN100273,2023,HUM103,semester2,2,0.15,10,1,0.67
SYN100273,2023,HUM103,semester2,3,0.23,10,0,0.66
SYN100273,2023,HUM103,semester2,4,0.31,9,1,0.67
SYN100273,2023,HUM103,semester2,5,0.38,7,1,0.77
SYN100273,2023,HUM103,semester2,6,0.46,9,1,0.81
SYN100273,2023,HUM103,semester2,7,0.54,8,1,0.7
SYN100273,2023,HUM103,semester2,8,0.62,9,1,0.71
SYN100273,2023,HUM103,semester2,9,0.69,8,0,0.83
SYN100273,2023,HUM103,semester2,10,0.77,11,1,0.72
SYN100273,2023,HUM103,semester2,11,0.85,8,0,0.76
SYN100273,2023,HUM103,semester2,12,0.92,9,0,0.73
SYN100273,2023,HUM103,semester2,13,1.0,8,0,0.68
SYN100273,2023,HUM104,semester2,1,0.08,2,1,0.34
SYN100273,2023,HUM104,semester2,2,0.15,5,1,0.4
SYN100273,2023,HUM104,semester2,3,0.23,4,0,0.4
SYN100273,2023,HUM104,semester2,4,0.31,2,1,0.38
SYN100273,2023,HUM104,semester2,5,0.38,3,0,0.32
SYN100273,2023,HUM104,semester2,6,0.46,2,0,0.39
SYN100273,2023,HUM104,semester2,7,0.54,3,0,0.31
SYN100273,2023,HUM104,semester2,8,0.62,2,1,0.34
SYN100273,2023,HUM104,semester2,9,0.69,5,1,0.34
SYN100273,2023,HUM104,semester2,10,0.77,3,1,0.26
SYN100273,2023,HUM104,semester2,11,0.85,6,0,0.38
SYN100273,2023,HUM104,semester2,12,0.92,2,0,0.3
SYN100273,2023,HUM104,semester2,13,1.0,4,1,0.34
SYN100273,2023,HUM105,semester2,1,0.08,1,0,0.68
SYN100273,2023,HUM105,semester2,2,0.15,2,0,0.7
SYN100273,2023,HUM105,semester2,3,0.23,1,1,0.68
SYN100273,2023,HUM105,semester2,4,0.31,4,1,0.65
SYN100273,2023,HUM105,semester2,5,0.38,3,0,0.65
SYN100273,2023,HUM105,semester2,6,0.46,4,0,0.7
SYN100273,2023,HUM105,semester2,7,0.54,2,1,0.65
SYN100273,2023,HUM105,semester2,8,0.62,5,1,0.62
SYN100273,2023,HUM105,semester2,9,0.69,6,1,0.64
SYN100273,2023,HUM105,semester2,10,0.77,4,1,0.64
SYN100273,2023,HUM105,semester2,11,0.85,3,1,0.72
SYN100273,2023,HUM105,semester2,12,0.92,4,1,0.61
SYN100273,2023,HUM105,semester2,13,1.0,7,1,0.69
SYN100298,2023,LAW101,semester2,1,0.08,0,0,0.14
SYN100298,2023,LAW101,semester2,2,0.15,0,0,0.21
SYN100298,2023,LAW101,semester2,3,0.23,0,0,0.23
SYN100298,2023,LAW101,semester2,4,0.31,0,0,0.2
SYN100298,2023,LAW101,semester2,5,0.38,2,1,0.26
SYN100298,2023,LAW101,semester2,6,0.46,0,0,0.26
SYN100298,2023,LAW101,semester2,7,0.54,2,0,0.17
SYN100298,2023,LAW101,semester2,8,0.62,2,1,0.12
SYN100298,2023,LAW101,semester2,9,0.69,3,0,0.18
SYN100298,2023,LAW101,semester2,10,0.77,3,0,0.09
SYN100298,2023,LAW101,semester2,11,0.85,5,0,0.22
SYN100298,2023,LAW101,semester2,12,0.92,4,0,0.33
SYN100298,2023,LAW101,semester2,13,1.0,1,0,0.13
SYN100298,2023,LAW102,semester2,1,0.08,4,1,0.54
SYN100298,2023,LAW102,semester2,2,0.15,3,1,0.48
SYN100298,2023,LAW102,semester2,3,0.23,7,0,0.5
SYN100298,2023,LAW102,semester2,4,0.31,4,0,0.49
SYN100298,2023,LAW102,semester2,5,0.38,6,0,0.45
SYN100298,2023,LAW102,semester2,6,0.46,4,0,0.51
SYN100298,2023,LAW102,semester2,7,0.54,3,0,0.45
SYN100298,2023,LAW102,semester2,8,0.62,8,1,0.53
SYN100298,2023,LAW102,semester2,9,0.69,7,1,0.48
SYN100298,2023,LAW102,semester2,10,0.77,7,1,0.53
SYN100298,2023,LAW102,semester2,11,0.85,7,0,0.5
SYN100298,2023,LAW102,semester2,12,0.92,5,0,0.38
SYN100298,2023,LAW102,semester2,13,1.0,7,0,0.55
SYN100298,2023,LAW103,semester2,1,0.08,6,1,0.46
SYN100298,2023,LAW103,semester2,2,0.15,8,0,0.44
SYN100298,2023,LAW103,semester2,3,0.23,4,1,0.45
SYN100298,2023,LAW103,semester2,4,0.31,3,0,0.36
SYN100298,2023,LAW103,semester2,5,0.38,4,0,0.42
SYN100298,2023,LAW103,semester2,6,0.46,4,0,0.48
SYN100298,2023,LAW103,semester2,7,0.54,4,0,0.49
SYN100298,2023,LAW103,semester2,8,0.62,4,1,0.39
SYN100298,2023,LAW103,semester2,9,0.69,5,1,0.43
SYN100298,2023,LAW103,semester2,10,0.77,3,1,0.42
SYN100298,2023,LAW103,semester2,11,0.85,6,1,0.42
SYN100298,2023,LAW103,semester2,12,0.92,6,1,0.42
SYN100298,2023,LAW103,semester2,13,1.0,3,0,0.38
SYN100298,2023,LAW104,semester1,1,0.08,7,0,0.7
SYN100298,2023,LAW104,semester1,2,0.15,7,1,0.7
SYN100298,2023,LAW104,semester1,3,0.23,8,1,0.65
SYN100298,2023,LAW104,semester1,4,0.31,4,0,0.65
SYN100298,2023,LAW104,semester1,5,0.38,8,0,0.62
SYN100298,2023,LAW104,semester1,6,0.46,9,0,0.55
SYN100298,2023,LAW104,semester1,7,0.54,8,0,0.52
SYN100298,2023,LAW104,semester1,8,0.62,7,1,0.51
SYN100298,2023,LAW104,semester1,9,0.69,8,0,0.47
SYN100298,2023,LAW104,semester1,10,0.77,7,0,0.59
SYN100298,2023,LAW104,semester1,11,0.85,10,0,0.57
SYN100298,2023,LAW104,semester1,12,0.92,9,1,0.52
SYN100298,2023,LAW104,semester1,13,1.0,6,0,0.43
SYN100298,2023,LAW105,semester1,1,0.08,3,1,0.39
SYN100298,2023,LAW105,semester1,2,0.15,0,1,0.28
SYN100298,2023,LAW105,semester1,3,0.23,3,0,0.3
SYN100298,2023,LAW105,semester1,4,0.31,2,0,0.2
SYN100298,2023,LAW105,semester1,5,0.38,1,0,0.28
SYN100298,2023,LAW105,semester1,6,0.46,3,0,0.24
SYN100298,2023,LAW105,semester1,7,0.54,3,1,0.25
SYN100298,2023,LAW105,semester1,8,0.62,0,0,0.24
SYN100298,2023,LAW105,semester1,9,0.69,0,1,0.26
SYN100298,2023,LAW105,semester1,10,0.77,0,0,0.24
SYN100298,2023,LAW105,semester1,11,0.85,1,0,0.2
SYN100298,2023,LAW105,semester1,12,0.92,0,0,0.16
SYN100298,2023,LAW105,semester1,13,1.0,3,1,0.16
SYN100309,2023,EDU101,semester1,1,0.08,6,0,0.5
SYN100309,2023,EDU101,semester1,2,0.15,5,1,0.41
SYN100309,2023,EDU101,semester1,3,0.23,5,1,0.33
SYN100309,2023,EDU101,semester1,4,0.31,5,1,0.46
SYN100309,2023,EDU101,semester1,5,0.38,1,0,0.34
SYN100309,2023,EDU101,semester1,6,0.46,2,1,0.3
SYN100309,2023,EDU101,semester1,7,0.54,2,1,0.39
SYN100309,2023,EDU101,semester1,8,0.62,3,0,0.44
SYN100309,2023,EDU101,semester1,9,0.69,4,0,0.43
SYN100309,2023,EDU101,semester1,10,0.77,2,1,0.33
SYN100309,2023,EDU101,semester1,11,0.85,2,0,0.39
SYN100309,2023,EDU101,semester1,12,0.92,2,1,0.33
SYN100309,2023,EDU101,semester1,13,1.0,4,1,0.38
SYN100309,2023,EDU102,semester2,1,0.08,6,1,0.62
SYN100309,2023,EDU102,semester2,2,0.15,6,1,0.62
SYN100309,2023,EDU102,semester2,3,0.23,6,1,0.72
SYN100309,2023,EDU102,semester2,4,0.31,6,1,0.67
SYN100309,2023,EDU102,semester2,5,0.38,8,1,0.73
SYN100309,2023,EDU102,semester2,6,0.46,7,1,0.61
SYN100309,2023,EDU102,semester2,7,0.54,5,1,0.59
SYN100309,2023,EDU102,semester2,8,0.62,6,1,0.62
SYN100309,2023,EDU102,semester2,9,0.69,10,1,0.7
SYN100309,2023,EDU102,semester2,10,0.77,6,1,0.63
SYN100309,2023,EDU102,semester2,11,0.85,6,0,0.65
SYN100309,2023,EDU102,semester2,12,0.92,8,0,0.56
SYN100309,2023,EDU102,semester2,13,1.0,6,1,0.72
SYN100309,2023,EDU103,semester1,1,0.08,6,1,0.87
SYN100309,2023,EDU103,semester1,2,0.15,7,1,0.87
SYN100309,2023,EDU103,semester1,3,0.23,8,1,0.82
SYN100309,2023,EDU103,semester1,4,0.31,7,1,0.81
SYN100309,2023,EDU103,semester1,5,0.38,10,1,0.82
SYN100309,2023,EDU103,semester1,6,0.46,10,0,0.77
SYN100309,2023,EDU103,semester1,7,0.54,11,0,0.72
SYN100309,2023,EDU103,semester1,8,0.62,12,1,0.8
SYN100309,2023,EDU103,semester1,9,0.69,10,1,0.78
SYN100309,2023,EDU103,semester1,10,0.77,13,1,0.74
SYN100309,2023,EDU103,semester1,11,0.85,12,1,0.67
SYN100309,2023,EDU103,semester1,12,0.92,13,0,0.73
SYN100309,2023,EDU103,semester1,13,1.0,13,1,0.8
SYN100309,2023,EDU104,semester1,1,0.08,10,1,0.77
SYN100309,2023,EDU104,semester1,2,0.15,10,0,0.77
SYN100309,2023,EDU104,semester1,3,0.23,9,1,0.8
SYN100309,2023,EDU104,semester1,4,0.31,8,1,0.76
SYN100309,2023,EDU104,semester1,5,0.38,10,0,0.75
SYN100309,2023,EDU104,semester1,6,0.46,9,0,0.82
SYN100309,2023,EDU104,semester1,7,0.54,11,1,0.74
SYN100309,2023,EDU104,semester1,8,0.62,10,0,0.69
SYN100309,2023,EDU104,semester1,9,0.69,11,1,0.7
SYN100309,2023,EDU104,semester1,10,0.77,14,0,0.8
SYN100309,2023,EDU104,semester1,11,0.85,11,1,0.7
SYN100309,2023,EDU104,semester1,12,0.92,11,1,0.77
SYN100309,2023,EDU104,semester1,13,1.0,11,0,0.77
SYN100309,2023,EDU105,semester1,1,0.08,4,1,0.77
SYN100309,2023,EDU105,semester1,2,0.15,7,0,0.64
SYN100309,2023,EDU105,semester1,3,0.23,5,1,0.62
SYN100309,2023,EDU105,semester1,4,0.31,7,0,0.68
SYN100309,2023,EDU105,semester1,5,0.38,6,0,0.71
SYN100309,2023,EDU105,semester1,6,0.46,5,1,0.69
SYN100309,2023,EDU105,semester1,7,0.54,8,0,0.64
SYN100309,2023,EDU105,semester1,8,0.62,7,1,0.66
SYN100309,2023,EDU105,semester1,9,0.69,6,1,0.61
SYN100309,2023,EDU105,semester1,10,0.77,10,1,0.63
SYN100309,2023,EDU105,semester1,11,0.85,9,1,0.64
SYN100309,2023,EDU105,semester1,12,0.92,9,0,0.74
SYN100309,2023,EDU105,semester1,13,1.0,7,0,0.63
SYN100331,2023,SCI101,semester2,1,0.08,9,1,0.77
SYN100331,2023,SCI101,semester2,2,0.15,12,1,0.92
SYN100331,2023,SCI101,semester2,3,0.23,12,1,0.92
SYN100331,2023,SCI101,semester2,4,0.31,8,1,0.87
SYN100331,2023,SCI101,semester2,5,0.38,7,1,0.8
SYN100331,2023,SCI101,semester2,6,0.46,8,1,0.84
SYN100331,2023,SCI101,semester2,7,0.54,7,1,0.95
SYN100331,2023,SCI101,semester2,8,0.62,11,1,0.89
SYN100331,2023,SCI101,semester2,9,0.69,7,1,0.81
SYN100331,2023,SCI101,semester2,10,0.77,8,1,0.88
SYN100331,2023,SCI101,semester2,11,0.85,9,1,0.83
SYN100331,2023,SCI101,semester2,12,0.92,11,1,0.92
SYN100331,2023,SCI101,semester2,13,1.0,10,1,0.92
SYN100331,2023,SCI102,semester1,1,0.08,8,1,0.75
SYN100331,2023,SCI102,semester1,2,0.15,5,1,0.55
SYN100331,2023,SCI102,semester1,3,0.23,4,1,0.64
SYN100331,2023,SCI102,semester1,4,0.31,4,1,0.65
SYN100331,2023,SCI102,semester1,5,0.38,5,1,0.63
SYN100331,2023,SCI102,semester1,6,0.46,6,1,0.7
SYN100331,2023,SCI102,semester1,7,0.54,7,1,0.65
