student_id,academic_year,year_of_study,gpa_year,credits_attempted,credits_earned,credit_pace_ratio,nsfas_funded_this_year,funding_disruption_flag,residence_status,academic_standing,year_outcome,year_failure_label,dropout_label,delayed_graduation_label
SYN100399,2026,6,54.5,36,12,0.72,0,0,on_campus,exclusion,dropped_out,1,1,0
SYN100400,2023,1,54.7,60,35,0.58,0,0,on_campus,good,dropped_out,0,1,0
SYN100401,2023,1,77.8,60,55,0.92,1,0,on_campus,good,progressed,0,0,0
SYN100401,2024,2,41.2,60,12,0.56,1,0,on_campus,probation,dropped_out,1,1,0
SYN100402,2022,1,74.1,60,47,0.78,0,0,home,good,progressed,0,0,0
SYN100402,2023,2,65.7,60,47,0.78,0,0,home,good,progressed,0,0,0
SYN100402,2024,3,37.7,48,12,0.63,0,0,home,probation,dropped_out,1,1,0
SYN100403,2022,1,64.6,60,48,0.8,0,0,off_campus,good,progressed,0,0,0
SYN100403,2023,2,75.0,60,46,0.78,0,0,off_campus,good,progressed,0,0,0
SYN100403,2024,3,71.5,48,47,0.84,0,0,off_campus,good,progressed,0,0,0
SYN100403,2025,4,62.5,36,34,0.86,0,0,off_campus,good,graduated,0,0,0
SYN100404,2023,1,51.8,60,22,0.37,1,0,off_campus,probation,repeated,1,0,0
SYN100404,2024,2,57.9,60,45,0.56,1,0,off_campus,good,progressed,0,0,0
SYN100404,2025,3,60.9,48,23,0.54,1,0,off_campus,good,progressed,0,0,0
SYN100404,2026,4,66.7,36,35,0.61,1,0,off_campus,good,progressed,0,0,0
SYN100404,2027,5,62.0,36,22,0.61,1,0,off_campus,good,dropped_out,0,1,0
SYN100405,2021,1,80.7,60,55,0.92,0,0,on_campus,good,progressed,0,0,0
SYN100405,2022,2,85.3,60,60,0.96,0,0,on_campus,good,progressed,0,0,0
SYN100405,2023,3,57.6,48,35,0.89,0,0,on_campus,good,progressed,0,0,0
SYN100405,2024,4,64.8,36,33,0.9,0,0,on_campus,good,progressed,0,0,0
SYN100405,2025,5,64.0,36,23,0.86,0,0,on_campus,good,graduated,0,0,0
SYN100406,2022,1,71.0,60,46,0.77,0,0,on_campus,probation,dropped_out,1,1,0
SYN100407,2021,1,62.4,60,46,0.77,0,0,home,good,progressed,0,0,0
SYN100407,2022,2,76.7,60,55,0.84,0,0,home,good,progressed,0,0,0
SYN100407,2023,3,55.3,48,35,0.81,0,0,home,good,progressed,0,0,0
SYN100407,2024,4,87.3,36,35,0.84,0,0,home,good,progressed,0,0,0
SYN100407,2025,5,61.8,36,24,0.81,0,0,home,good,graduated,0,0,0
SYN100408,2022,1,45.5,60,23,0.38,1,1,off_campus,probation,dropped_out,1,1,0
SYN100409,2022,1,46.0,60,23,0.38,0,0,on_campus,probation,repeated,1,0,0
SYN100409,2023,2,90.6,60,58,0.68,0,0,on_campus,good,progressed,0,0,0
SYN100409,2024,3,56.4,48,34,0.68,0,0,on_campus,good,progressed,0,0,0
SYN100409,2025,4,60.4,36,23,0.68,0,0,on_campus,good,progressed,0,0,0
SYN100409,2026,5,85.0,36,34,0.72,0,0,on_campus,good,progressed,0,0,0
SYN100409,2027,6,58.6,36,22,0.7,0,0,on_campus,good,progressed,0,0,0
SYN100409,2028,7,78.7,36,34,0.73,0,0,on_campus,good,progressed,0,0,0
SYN100410,2021,1,30.0,60,0,0.0,0,0,on_campus,probation,dropped_out,1,1,0
SYN100411,2021,1,73.1,60,58,0.97,1,0,on_campus,good,progressed,0,0,0
SYN100411,2022,2,55.6,60,33,0.76,1,0,on_campus,good,progressed,0,0,0
SYN100411,2023,3,71.7,48,45,0.81,1,1,on_campus,good,dropped_out,0,1,0
SYN100412,2021,1,73.4,60,56,0.93,1,0,home,good,progressed,0,0,0
SYN100412,2022,2,77.1,60,60,0.97,1,1,home,good,progressed,0,0,0
SYN100412,2023,3,77.8,48,47,0.97,1,0,home,good,progressed,0,0,0
SYN100412,2024,4,73.7,36,35,0.97,1,0,home,good,graduated,0,0,0
SYN100413,2023,1,60.1,60,35,0.58,0,0,on_campus,good,dropped_out,0,1,0
SYN100414,2021,1,45.4,60,23,0.38,0,0,home,probation,dropped_out,1,1,0
SYN100415,2021,1,54.6,60,35,0.58,1,0,on_campus,good,progressed,0,0,0
SYN100415,2022,2,74.0,60,59,0.78,1,0,off_campus,good,progressed,0,0,0
SYN100415,2023,3,64.2,48,35,0.77,1,0,off_campus,probation,dropped_out,1,1,0
SYN100416,2023,1,57.4,60,36,0.6,0,0,home,good,progressed,0,0,0
SYN100416,2024,2,51.1,60,33,0.57,0,0,home,good,progressed,0,0,0
SYN100416,2025,3,30.0,48,0,0.41,0,0,home,probation,repeated,1,0,0
SYN100416,2026,4,63.7,36,22,0.45,0,0,home,good,dropped_out,0,1,0
SYN100417,2021,1,59.2,60,34,0.57,0,0,on_campus,good,progressed,0,0,0
SYN100417,2022,2,60.1,60,47,0.68,0,0,on_campus,good,progressed,0,0,0
SYN100417,2023,3,79.0,48,47,0.76,0,0,on_campus,good,progressed,0,0,0
SYN100417,2024,4,59.3,36,23,0.74,0,0,on_campus,good,progressed,0,0,0
SYN100417,2025,5,35.6,36,12,0.68,0,0,on_campus,probation,dropped_out,1,1,0
SYN100418,2023,1,62.2,60,45,0.75,0,0,off_campus,good,dropped_out,0,1,0
SYN100419,2021,1,46.6,60,11,0.18,0,0,off_campus,probation,repeated,1,0,0
SYN100419,2022,2,70.7,60,46,0.47,0,0,off_campus,good,progressed,0,0,0
SYN100419,2023,3,74.2,48,43,0.6,0,0,off_campus,good,progressed,0,0,0
SYN100419,2024,4,49.7,36,11,0.54,0,0,off_campus,probation,repeated,1,0,0
SYN100419,2025,5,37.5,36,0,0.46,0,0,home,exclusion,dropped_out,1,1,0
SYN100420,2022,1,53.8,60,34,0.57,1,0,off_campus,probation,repeated,1,0,0
SYN100420,2023,2,55.0,60,35,0.57,1,0,off_campus,good,dropped_out,0,1,0
SYN100421,2022,1,72.4,60,47,0.78,0,0,on_campus,probation,repeated,1,0,0
SYN100421,2023,2,78.9,60,58,0.88,0,0,on_campus,good,progressed,0,0,0
SYN100421,2024,3,77.1,48,44,0.89,0,0,on_campus,good,dropped_out,0,1,0
SYN100422,2023,1,48.5,60,33,0.55,1,0,on_campus,good,progressed,0,0,0
SYN100422,2024,2,34.9,60,12,0.38,1,0,on_campus,probation,dropped_out,1,1,0
SYN100423,2021,1,79.3,60,58,0.97,0,0,on_campus,good,graduated,0,0,0
SYN100424,2023,1,74.8,60,60,1.0,1,1,on_campus,good,progressed,0,0,0
SYN100424,2024,2,78.1,60,55,0.96,1,1,on_campus,good,progressed,0,0,0
SYN100424,2025,3,56.5,48,34,0.89,1,0,on_campus,good,progressed,0,0,0
SYN100424,2026,4,71.2,36,35,0.9,1,0,on_campus,good,progressed,0,0,0
SYN100424,2027,5,65.9,36,34,0.91,1,0,on_campus,good,graduated,0,0,1
SYN100425,2023,1,78.1,60,57,0.95,0,0,home,good,progressed,0,0,0
SYN100425,2024,2,73.7,60,58,0.96,0,0,home,good,progressed,0,0,0
SYN100425,2025,3,61.3,48,35,0.89,0,0,on_campus,good,graduated,0,0,0
SYN100426,2021,1,41.6,60,12,0.2,1,0,home,probation,repeated,1,0,0
SYN100426,2022,2,47.2,60,22,0.28,1,0,home,probation,repeated,1,0,0
SYN100426,2023,3,30.0,48,0,0.2,1,1,home,probation,repeated,1,0,0
SYN100426,2024,4,30.0,36,0,0.17,1,0,home,probation,dropped_out,1,1,0
SYN100427,2021,1,62.7,60,45,0.75,1,0,off_campus,good,progressed,0,0,0
SYN100427,2022,2,46.1,60,12,0.47,1,1,off_campus,probation,dropped_out,1,1,0
SYN100428,2021,1,38.6,60,11,0.18,1,0,off_campus,probation,dropped_out,1,1,0
SYN100429,2023,1,66.4,60,44,0.73,0,0,on_campus,good,progressed,0,0,0
SYN100429,2024,2,65.3,60,46,0.75,0,0,on_campus,good,progressed,0,0,0
SYN100429,2025,3,77.0,48,47,0.82,0,0,on_campus,good,progressed,0,0,0
SYN100429,2026,4,50.0,36,22,0.78,0,0,on_campus,good,progressed,0,0,0
SYN100429,2027,5,74.4,36,35,0.81,0,0,on_campus,good,graduated,0,0,1
SYN100430,2022,1,54.7,60,33,0.55,0,0,home,good,progressed,0,0,0
SYN100430,2023,2,70.3,60,46,0.66,0,0,off_campus,good,progressed,0,0,0
SYN100430,2024,3,55.6,48,23,0.61,0,0,off_campus,good,progressed,0,0,0
SYN100430,2025,4,70.9,36,34,0.67,0,0,off_campus,good,progressed,0,0,0
SYN100430,2026,5,61.4,36,23,0.66,0,0,off_campus,good,dropped_out,0,1,0
SYN100431,2021,1,43.9,60,23,0.38,0,0,home,probation,repeated,1,0,0
SYN100431,2022,2,67.2,60,48,0.59,0,0,home,good,progressed,0,0,0
SYN100431,2023,3,57.7,48,24,0.57,0,0,home,good,progressed,0,0,0
SYN100431,2024,4,52.1,36,24,0.58,0,0,home,good,progressed,0,0,0
SYN100431,2025,5,30.8,36,0,0.5,0,0,home,probation,dropped_out,1,1,0
SYN100432,2022,1,50.9,60,35,0.58,0,0,off_campus,good,progressed,0,0,0
SYN100432,2023,2,59.6,60,34,0.57,0,0,off_campus,good,progressed,0,0,0
SYN100432,2024,3,73.7,48,47,0.69,0,0,off_campus,good,progressed,0,0,0
SYN100432,2025,4,77.0,36,35,0.74,0,0,off_campus,good,progressed,0,0,0
SYN100432,2026,5,53.4,36,23,0.72,0,0,off_campus,good,progressed,0,0,0
SYN100432,2027,6,70.6,36,22,0.71,0,0,off_campus,good,progressed,0,0,0
SYN100433,2021,1,79.0,60,58,0.97,1,0,off_campus,good,progressed,0,0,0
SYN100433,2022,2,69.9,60,46,0.87,1,0,off_campus,good,progressed,0,0,0
SYN100433,2023,3,61.4,48,22,0.75,1,0,off_campus,good,progressed,0,0,0
SYN100433,2024,4,63.2,36,23,0.73,1,0,off_campus,good,progressed,0,0,0
SYN100433,2025,5,69.8,36,36,0.77,1,0,off_campus,good,progressed,0,0,0
SYN100433,2026,6,66.7,36,35,0.8,1,0,off_campus,good,progressed,0,0,0
SYN100434,2021,1,53.4,60,43,0.72,1,0,home,good,progressed,0,0,0
SYN100434,2022,2,82.7,60,57,0.83,1,0,home,good,dropped_out,0,1,0
SYN100435,2021,1,67.1,60,59,0.98,0,0,home,good,dropped_out,0,1,0
SYN100436,2021,1,76.5,60,60,1.0,0,0,home,good,progressed,0,0,0
SYN100436,2022,2,75.1,60,58,0.98,0,0,home,good,progressed,0,0,0
SYN100436,2023,3,78.0,48,48,0.99,0,0,home,probation,dropped_out,1,1,0
SYN100437,2022,1,66.0,60,45,0.75,1,0,off_campus,good,dropped_out,0,1,0
SYN100438,2021,1,73.5,60,57,0.95,0,0,home,good,progressed,0,0,0
SYN100438,2022,2,64.3,60,47,0.87,0,0,home,good,dropped_out,0,1,0
SYN100439,2021,1,65.5,60,58,0.97,1,0,on_campus,good,progressed,0,0,0
SYN100439,2022,2,65.7,60,54,0.93,1,0,on_campus,good,progressed,0,0,0
SYN100439,2023,3,61.2,48,35,0.88,1,0,on_campus,good,progressed,0,0,0
SYN100439,2024,4,67.9,36,35,0.89,1,0,on_campus,good,progressed,0,0,0
SYN100439,2025,5,67.2,36,22,0.85,1,1,on_campus,good,graduated,0,0,1
SYN100440,2023,1,69.3,60,44,0.73,0,0,home,good,progressed,0,0,0
SYN100440,2024,2,69.9,60,46,0.75,0,0,home,good,progressed,0,0,0
SYN100440,2025,3,72.0,48,47,0.82,0,0,home,good,dropped_out,0,1,0
SYN100441,2023,1,59.7,60,34,0.57,0,0,off_campus,good,progressed,0,0,0
SYN100441,2024,2,43.9,60,22,0.47,0,0,off_campus,probation,repeated,1,0,0
SYN100441,2025,3,30.0,48,0,0.33,0,0,off_campus,probation,repeated,1,0,0
SYN100441,2026,4,60.4,36,32,0.43,0,0,off_campus,good,progressed,0,0,0
SYN100441,2027,5,40.1,36,11,0.41,0,0,off_campus,probation,repeated,1,0,0
SYN100441,2028,6,64.8,36,22,0.44,0,0,off_campus,exclusion,dropped_out,1,1,0
SYN100442,2021,1,66.0,60,35,0.58,1,0,off_campus,good,dropped_out,0,1,0
SYN100443,2021,1,58.0,60,48,0.8,1,0,home,good,progressed,0,0,0
SYN100443,2022,2,80.1,60,56,0.87,1,0,home,good,progressed,0,0,0
SYN100443,2023,3,74.2,48,33,0.82,1,0,home,probation,dropped_out,1,1,0
SYN100444,2022,1,79.2,60,59,0.98,0,0,home,good,dropped_out,0,1,0
SYN100445,2021,1,30.0,60,0,0.0,0,0,on_campus,probation,dropped_out,1,1,0
SYN100446,2022,1,66.1,60,44,0.73,0,0,home,good,progressed,0,0,0
SYN100446,2023,2,69.0,60,54,0.82,0,0,home,good,progressed,0,0,0
SYN100446,2024,3,75.1,48,46,0.86,0,0,home,good,progressed,0,0,0
SYN100446,2025,4,41.2,36,11,0.76,0,0,home,probation,repeated,1,0,0
SYN100446,2026,5,74.8,36,34,0.79,0,0,home,good,progressed,0,0,0
SYN100446,2027,6,71.1,36,33,0.8,0,0,home,good,graduated,0,0,1
SYN100447,2022,1,62.0,60,46,0.77,0,0,home,good,progressed,0,0,0
SYN100447,2023,2,51.7,60,44,0.75,0,0,home,good,progressed,0,0,0
SYN100447,2024,3,30.3,48,0,0.54,0,0,home,probation,repeated,1,0,0
SYN100447,2025,4,40.2,36,11,0.5,0,0,home,probation,repeated,1,0,0
SYN100447,2026,5,45.5,36,11,0.47,0,0,off_campus,probation,repeated,1,0,0
SYN100447,2027,6,67.5,36,23,0.49,0,0,off_campus,good,dropped_out,0,1,0
SYN100448,2023,1,56.7,60,46,0.77,1,0,off_campus,good,progressed,0,0,0
SYN100448,2024,2,63.6,60,55,0.84,0,0,off_campus,good,progressed,0,0,0
SYN100448,2025,3,77.6,48,45,0.87,0,0,off_campus,good,graduated,0,0,0
SYN100449,2023,1,84.5,60,59,0.98,1,0,home,good,progressed,0,0,0
SYN100449,2024,2,78.0,60,59,0.98,1,0,home,good,progressed,0,0,0
SYN100449,2025,3,81.6,48,48,0.99,1,0,home,good,progressed,0,0,0
SYN100449,2026,4,71.5,36,33,0.98,0,0,home,good,progressed,0,0,0
SYN100449,2027,5,78.3,36,33,0.97,0,0,home,good,graduated,0,0,0
SYN100450,2021,1,61.4,60,36,0.6,0,0,home,good,progressed,0,0,0
SYN100450,2022,2,56.7,60,34,0.58,0,0,home,good,progressed,0,0,0
SYN100450,2023,3,57.6,48,33,0.61,0,0,home,good,progressed,0,0,0
SYN100450,2024,4,48.7,36,12,0.56,0,0,home,probation,dropped_out,1,1,0
SYN100451,2022,1,52.0,60,22,0.37,0,0,off_campus,probation,repeated,1,0,0
SYN100451,2023,2,51.5,60,22,0.37,0,0,off_campus,probation,repeated,1,0,0
SYN100451,2024,3,34.3,48,0,0.26,0,0,off_campus,probation,dropped_out,1,1,0
SYN100452,2022,1,80.3,60,55,0.92,0,0,off_campus,good,progressed,0,0,0
SYN100452,2023,2,71.3,60,57,0.93,0,0,off_campus,good,progressed,0,0,0
SYN100452,2024,3,65.5,48,35,0.88,0,0,off_campus,good,graduated,0,0,0
SYN100453,2023,1,37.1,60,11,0.18,1,0,on_campus,probation,dropped_out,1,1,0
SYN100454,2021,1,76.0,60,56,0.93,0,0,on_campus,good,progressed,0,0,0
SYN100454,2022,2,65.7,60,47,0.86,0,0,off_campus,good,progressed,0,0,0
SYN100454,2023,3,63.6,48,22,0.74,0,0,off_campus,good,progressed,0,0,0
SYN100454,2024,4,78.9,36,36,0.79,0,0,off_campus,good,progressed,0,0,0
SYN100454,2025,5,45.7,36,12,0.72,0,0,off_campus,exclusion,dropped_out,1,1,0
SYN100455,2023,1,47.1,60,23,0.38,1,0,off_campus,probation,repeated,1,0,0
SYN100455,2024,2,39.4,60,23,0.38,1,0,off_campus,probation,repeated,1,0,0
SYN100455,2025,3,30.4,48,0,0.27,1,0,off_campus,probation,dropped_out,1,1,0
SYN100456,2021,1,35.8,60,0,0.0,1,1,on_campus,probation,dropped_out,1,1,0
SYN100457,2021,1,30.0,60,0,0.0,1,0,on_campus,probation,dropped_out,1,1,0
SYN100458,2022,1,48.0,60,23,0.38,0,0,off_campus,probation,repeated,1,0,0
SYN100458,2023,2,42.4,60,22,0.38,0,0,off_campus,probation,repeated,1,0,0
SYN100458,2024,3,59.7,48,23,0.4,0,0,off_campus,good,progressed,0,0,0
SYN100458,2025,4,53.5,36,12,0.39,0,0,off_campus,probation,repeated,1,0,0
SYN100458,2026,5,46.4,36,11,0.38,0,0,off_campus,exclusion,dropped_out,1,1,0
SYN100459,2021,1,77.1,60,57,0.95,1,0,home,good,progressed,0,0,0
SYN100459,2022,2,54.2,60,45,0.85,1,0,home,good,progressed,0,0,0
SYN100459,2023,3,75.4,48,46,0.88,1,0,home,good,progressed,0,0,0
SYN100459,2024,4,45.6,36,12,0.78,1,0,home,probation,repeated,1,0,0
SYN100459,2025,5,30.0,36,0,0.67,1,0,home,exclusion,dropped_out,1,1,0
SYN100460,2022,1,73.4,60,55,0.92,0,0,on_campus,probation,repeated,1,0,0
SYN100460,2023,2,54.2,60,22,0.64,0,0,on_campus,probation,repeated,1,0,0
SYN100460,2024,3,48.4,48,12,0.53,0,0,on_campus,probation,repeated,1,0,0
SYN100460,2025,4,47.8,36,11,0.49,0,0,on_campus,probation,repeated,1,0,0
SYN100460,2026,5,30.0,36,0,0.42,0,0,on_campus,exclusion,repeated,1,0,0
SYN100461,2023,1,49.5,60,36,0.6,1,0,off_campus,good,progressed,0,0,0
SYN100461,2024,2,54.3,60,47,0.69,1,0,off_campus,good,progressed,0,0,0
SYN100461,2025,3,67.4,48,44,0.76,0,0,off_campus,good,progressed,0,0,0
SYN100461,2026,4,53.4,36,22,0.73,0,0,off_campus,good,dropped_out,0,1,0
SYN100462,2021,1,61.7,60,33,0.55,1,0,home,good,progressed,0,0,0
SYN100462,2022,2,60.4,60,34,0.56,1,0,home,good,progressed,0,0,0
SYN100462,2023,3,81.4,48,46,0.67,1,0,home,good,progressed,0,0,0
SYN100463,2022,1,52.7,60,36,0.6,1,0,off_campus,good,dropped_out,0,1,0
SYN100464,2022,1,30.0,60,0,0.0,0,0,off_campus,probation,dropped_out,1,1,0
SYN100465,2023,1,32.3,60,11,0.18,1,0,off_campus,probation,repeated,1,0,0
SYN100465,2024,2,41.5,60,12,0.19,1,0,off_campus,probation,dropped_out,1,1,0
SYN100466,2023,1,32.4,60,11,0.18,1,0,off_campus,probation,repeated,1,0,0
SYN100466,2024,2,39.2,60,0,0.09,1,0,off_campus,probation,dropped_out,1,1,0
SYN100467,2021,1,65.8,60,44,0.73,0,0,off_campus,good,progressed,0,0,0
SYN100467,2022,2,65.3,60,34,0.65,0,0,off_campus,good,dropped_out,0,1,0
SYN100468,2023,1,62.2,60,46,0.77,0,0,off_campus,good,dropped_out,0,1,0
SYN100469,2023,1,81.0,60,55,0.92,0,0,on_campus,good,dropped_out,0,1,0
SYN100470,2021,1,72.9,60,45,0.75,1,0,on_campus,good,progressed,0,0,0
SYN100470,2022,2,38.0,60,0,0.38,1,0,on_campus,probation,repeated,1,0,0
SYN100470,2023,3,56.2,48,22,0.4,1,1,on_campus,good,dropped_out,0,1,0
SYN100471,2023,1,67.2,60,60,1.0,1,0,on_campus,good,progressed,0,0,0
SYN100471,2024,2,76.0,60,57,0.97,1,0,on_campus,good,progressed,0,0,0
SYN100471,2025,3,70.9,48,43,0.95,1,0,on_campus,good,progressed,0,0,0
SYN100471,2026,4,80.1,36,36,0.96,1,1,on_campus,good,graduated,0,0,0
SYN100472,2021,1,62.9,60,48,0.8,0,0,off_campus,good,progressed,0,0,0
SYN100472,2022,2,67.8,60,59,0.89,0,0,off_campus,good,progressed,0,0,0
SYN100472,2023,3,57.0,48,24,0.78,0,0,on_campus,probation,repeated,1,0,0
SYN100472,2024,4,73.2,36,36,0.82,0,0,on_campus,good,graduated,0,0,1
SYN100473,2022,1,46.0,60,23,0.38,0,0,on_campus,probation,dropped_out,1,1,0
SYN100474,2023,1,30.0,60,0,0.0,1,0,home,probation,repeated,1,0,0
SYN100474,2024,2,30.0,60,0,0.0,1,0,home,probation,dropped_out,1,1,0
SYN100475,2023,1,30.0,60,0,0.0,0,0,on_campus,probation,dropped_out,1,1,0
SYN100476,2022,1,73.0,60,46,0.77,0,0,home,good,progressed,0,0,0
SYN100476,2023,2,59.4,60,35,0.68,0,0,home,good,progressed,0,0,0
SYN100476,2024,3,58.4,48,34,0.68,0,0,home,good,progressed,0,0,0
SYN100476,2025,4,74.0,36,33,0.73,0,0,home,good,progressed,0,0,0
SYN100476,2026,5,60.3,36,22,0.71,0,0,home,good,dropped_out,0,1,0
SYN100477,2022,1,56.8,60,34,0.57,1,0,off_campus,good,progressed,0,0,0
SYN100477,2023,2,68.2,60,46,0.67,1,0,off_campus,good,progressed,0,0,0
SYN100477,2024,3,30.0,48,0,0.48,1,0,off_campus,probation,dropped_out,1,1,0
SYN100478,2022,1,68.4,60,43,0.72,0,0,home,good,progressed,0,0,0
SYN100478,2023,2,58.0,60,36,0.66,0,0,home,good,progressed,0,0,0
SYN100478,2024,3,59.6,48,33,0.67,0,0,home,good,progressed,0,0,0
SYN100479,2021,1,42.6,60,23,0.38,0,0,home,probation,repeated,1,0,0
SYN100479,2022,2,55.2,60,44,0.56,0,0,on_campus,good,progressed,0,0,0
SYN100479,2023,3,49.9,48,22,0.53,0,0,on_campus,good,progressed,0,0,0
SYN100479,2024,4,30.0,36,0,0.44,0,0,on_campus,probation,repeated,1,0,0
SYN100479,2025,5,71.9,36,35,0.52,0,0,on_campus,good,progressed,0,0,0
SYN100480,2021,1,64.8,60,35,0.58,0,0,off_campus,good,progressed,0,0,0
SYN100480,2022,2,64.1,60,58,0.78,0,0,off_campus,good,progressed,0,0,0
SYN100480,2023,3,50.9,48,23,0.69,0,0,off_campus,good,progressed,0,0,0
SYN100480,2024,4,48.5,36,11,0.62,0,0,off_campus,probation,dropped_out,1,1,0
SYN100481,2021,1,65.3,60,55,0.92,0,0,on_campus,good,progressed,0,0,0
SYN100481,2022,2,71.9,60,55,0.92,0,0,on_campus,good,progressed,0,0,0
SYN100481,2023,3,77.3,48,46,0.93,0,0,on_campus,good,progressed,0,0,0
SYN100481,2024,4,69.5,36,33,0.93,0,0,on_campus,good,graduated,0,0,0
SYN100482,2022,1,46.3,60,36,0.6,1,0,on_campus,good,dropped_out,0,1,0
SYN100483,2023,1,53.8,60,23,0.38,1,1,on_campus,probation,dropped_out,1,1,0
SYN100484,2021,1,67.9,60,47,0.78,1,0,on_campus,probation,dropped_out,1,1,0
SYN100485,2023,1,77.3,60,59,0.98,0,0,off_campus,good,progressed,0,0,0
SYN100485,2024,2,73.8,60,57,0.97,0,0,off_campus,good,progressed,0,0,0
SYN100485,2025,3,82.2,48,44,0.95,0,0,off_campus,good,progressed,0,0,0
SYN100485,2026,4,68.8,36,35,0.96,0,0,off_campus,good,graduated,0,0,0
SYN100486,2021,1,83.4,60,55,0.92,0,0,off_campus,good,progressed,0,0,0
SYN100486,2022,2,72.0,60,44,0.82,0,0,off_campus,good,progressed,0,0,0
SYN100486,2023,3,37.0,48,11,0.65,0,0,off_campus,probation,repeated,1,0,0
SYN100486,2024,4,59.9,36,22,0.65,0,0,on_campus,good,progressed,0,0,0
SYN100486,2025,5,80.7,36,36,0.7,0,0,on_campus,good,dropped_out,0,1,0
SYN100487,2023,1,60.8,60,34,0.57,1,0,on_campus,good,progressed,0,0,0
SYN100487,2024,2,30.4,60,0,0.28,1,0,on_campus,probation,repeated,1,0,0
SYN100487,2025,3,35.8,48,11,0.27,1,1,on_campus,probation,repeated,1,0,0
SYN100487,2026,4,35.4,36,12,0.28,1,0,on_campus,probation,repeated,1,0,0
SYN100487,2027,5,38.6,36,0,0.24,1,1,on_campus,probation,dropped_out,1,1,0
SYN100488,2022,1,45.9,60,24,0.4,0,0,on_campus,probation,repeated,1,0,0
SYN100488,2023,2,43.8,60,23,0.39,0,0,on_campus,probation,dropped_out,1,1,0
SYN100489,2021,1,65.6,60,47,0.78,1,0,off_campus,good,progressed,0,0,0
SYN100489,2022,2,31.8,60,11,0.48,1,0,off_campus,probation,dropped_out,1,1,0
SYN100490,2022,1,59.2,60,33,0.55,0,0,on_campus,good,progressed,0,0,0
SYN100490,2023,2,75.9,60,55,0.73,0,0,on_campus,good,progressed,0,0,0
SYN100490,2024,3,75.9,48,45,0.79,0,0,on_campus,good,progressed,0,0,0
SYN100490,2025,4,66.9,36,34,0.82,0,0,off_campus,good,graduated,0,0,0
SYN100491,2022,1,72.4,60,58,0.97,0,0,off_campus,probation,dropped_out,1,1,0
SYN100492,2022,1,47.9,60,23,0.38,0,0,home,probation,repeated,1,0,0
SYN100492,2023,2,59.4,60,45,0.57,0,0,home,good,progressed,0,0,0
SYN100492,2024,3,76.4,48,47,0.68,0,0,home,good,dropped_out,0,1,0
SYN100493,2023,1,30.0,60,0,0.0,1,1,on_campus,probation,repeated,1,0,0
SYN100493,2024,2,61.7,60,46,0.38,1,0,on_campus,good,progressed,0,0,0
SYN100493,2025,3,46.6,48,12,0.35,1,0,home,probation,repeated,1,0,0
SYN100493,2026,4,30.0,36,0,0.28,1,0,home,probation,dropped_out,1,1,0
SYN100494,2022,1,65.0,60,45,0.75,0,0,home,probation,repeated,1,0,0
SYN100494,2023,2,66.5,60,58,0.86,0,0,home,good,progressed,0,0,0
SYN100494,2024,3,71.3,48,48,0.9,0,0,home,good,graduated,0,0,0
SYN100495,2023,1,82.8,60,56,0.93,0,0,on_campus,good,progressed,0,0,0
SYN100495,2024,2,78.1,60,58,0.95,0,0,on_campus,good,progressed,0,0,0
SYN100495,2025,3,75.3,48,47,0.96,0,0,on_campus,good,progressed,0,0,0
SYN100495,2026,4,72.9,36,33,0.95,0,0,on_campus,good,progressed,0,0,0
SYN100495,2027,5,30.0,36,0,0.81,0,0,on_campus,probation,repeated,1,0,0
SYN100495,2028,6,78.9,36,34,0.83,0,0,on_campus,good,dropped_out,0,1,0
SYN100496,2021,1,46.1,60,23,0.38,0,0,off_campus,probation,dropped_out,1,1,0
SYN100497,2021,1,74.7,60,58,0.97,0,0,on_campus,good,progressed,0,0,0
SYN100497,2022,2,64.9,60,46,0.87,0,0,on_campus,good,progressed,0,0,0
SYN100497,2023,3,66.8,48,33,0.82,0,0,on_campus,good,graduated,0,0,0
SYN100498,2021,1,80.4,60,56,0.93,0,0,off_campus,good,progressed,0,0,0
SYN100498,2022,2,81.8,60,55,0.93,0,0,off_campus,good,progressed,0,0,0
SYN100498,2023,3,58.5,48,36,0.88,0,0,off_campus,good,graduated,0,0,0
SYN100499,2023,1,58.7,60,35,0.58,0,0,home,probation,dropped_out,1,1,0
SYN100500,2023,1,42.6,60,12,0.2,0,0,on_campus,probation,repeated,1,0,0
SYN100500,2024,2,31.2,60,0,0.1,0,0,on_campus,probation,dropped_out,1,1,0
SYN100501,2022,1,78.5,60,56,0.93,1,0,home,good,progressed,0,0,0
SYN100501,2023,2,44.9,60,23,0.66,1,1,home,probation,dropped_out,1,1,0
SYN100502,2022,1,49.0,60,35,0.58,0,0,home,good,progressed,0,0,0
SYN100502,2023,2,48.0,60,12,0.39,0,0,home,probation,dropped_out,1,1,0
SYN100503,2021,1,82.3,60,47,0.78,1,0,home,good,progressed,0,0,0
SYN100503,2022,2,67.3,60,47,0.78,1,0,home,good,progressed,0,0,0
SYN100503,2023,3,75.9,48,44,0.82,1,0,home,good,progressed,0,0,0
SYN100503,2024,4,67.6,36,24,0.79,1,0,home,good,progressed,0,0,0
SYN100503,2025,5,76.0,36,35,0.82,1,0,home,good,graduated,0,0,1
SYN100504,2021,1,49.1,60,32,0.53,0,0,on_campus,good,progressed,0,0,0
